ts,hefei,ningbo,wenzhou,wuhan,wuxi
3120,23.15,11.79,16.49,23.28,0.94
3125,23.15,11.79,16.49,23.28,0.94
3130,23.15,11.79,16.49,23.28,0.94
3135,23.15,11.79,16.49,23.28,0.94
3140,23.15,11.79,16.49,23.28,0.94
3145,23.15,11.79,16.49,23.28,0.94
3150,23.15,11.79,16.49,23.28,0.94
3155,23.15,11.79,16.49,23.28,0.94
3160,23.15,11.79,16.49,23.28,0.94
3165,23.15,11.79,16.49,23.28,0.94
3170,23.15,11.79,16.49,23.28,0.94
3175,23.15,11.79,16.49,23.28,0.94
3180,23.15,11.79,16.49,23.28,0.94
3185,23.15,11.79,16.49,23.28,0.94
3190,23.15,11.79,16.49,23.28,0.94
3195,23.15,11.79,16.49,23.28,0.94
3200,23.15,11.79,16.49,23.28,0.94
3205,23.15,11.79,16.49,23.28,0.94
3210,23.15,11.79,16.49,23.28,0.94
3215,23.15,11.79,16.49,23.28,0.94
3220,23.15,11.79,16.49,23.28,0.94
3225,23.15,11.79,16.49,23.28,0.94
3230,23.15,11.79,16.49,23.28,0.94
3235,23.15,11.79,16.49,23.28,0.94
3240,23.15,11.79,16.49,23.28,0.94
3245,23.15,11.79,16.49,23.28,0.94
3250,23.15,11.79,16.49,23.28,0.94
3255,23.15,11.79,16.49,23.28,0.94
3260,23.15,11.79,16.49,23.28,0.94
3265,23.15,11.79,16.49,23.28,0.94
3270,23.15,11.79,16.49,23.28,0.94
3275,23.15,11.79,16.49,23.28,0.94
3280,23.15,11.79,16.49,23.28,0.94
3285,23.15,11.79,16.49,23.28,0.94
3290,23.15,11.79,16.49,23.28,0.94
3295,23.15,11.79,16.49,23.28,0.94
3300,23.15,11.79,16.49,23.28,0.94
3305,23.15,11.79,16.49,23.28,0.94
3310,23.15,11.79,16.49,23.28,0.94
3315,23.15,11.79,16.49,23.28,0.94
3320,23.15,11.79,16.49,23.28,0.94
3325,23.15,11.79,16.49,23.28,0.94
3330,23.15,11.79,16.49,23.28,0.94
3335,23.15,11.79,16.49,23.28,0.94
3340,23.15,11.79,16.49,23.28,0.94
3345,23.15,11.79,16.49,23.28,0.94
3350,23.15,11.79,16.49,23.28,0.94
3355,23.15,11.79,16.49,23.28,0.94
3360,23.15,11.79,16.49,23.28,0.94
3365,23.15,11.79,16.49,23.28,0.94
3370,23.15,11.79,16.49,23.28,0.94
3375,23.15,11.79,16.49,23.28,0.94
3380,23.15,11.79,16.49,23.28,0.94
3385,23.15,11.79,16.49,23.28,0.94
3390,23.15,11.79,16.49,23.28,0.94
3395,23.15,11.79,16.49,23.28,0.94
3400,23.15,11.79,16.49,23.28,0.94
3405,23.15,11.79,16.49,23.28,0.94
3410,23.15,11.79,16.49,23.28,0.94
3415,23.15,11.79,16.49,23.28,0.94
3420,23.15,11.79,16.49,23.28,0.94
3425,23.15,11.79,16.49,23.28,0.94
3430,23.15,11.79,16.49,23.28,0.94
3435,23.15,11.79,16.49,23.28,0.94
3440,23.15,11.79,16.49,23.28,0.94
3445,23.15,11.79,16.49,23.28,0.94
3450,23.15,11.79,16.49,23.28,0.94
3455,23.15,11.79,16.49,23.28,0.94
3460,23.15,11.79,16.49,23.28,0.94
3465,23.15,11.79,16.49,23.28,0.94
3470,23.15,11.79,16.49,23.28,0.94
3475,23.15,11.79,16.49,23.28,0.94
3480,23.15,11.79,16.49,23.28,0.94
3485,23.15,11.79,16.49,23.28,0.94
3490,23.15,11.79,16.49,23.28,0.94
3495,23.15,11.79,16.49,23.28,0.94
3500,23.15,11.79,16.49,23.28,0.94
3505,23.15,11.79,16.49,23.28,0.94
3510,23.15,11.79,16.49,23.28,0.94
3515,23.15,11.79,16.49,23.28,0.94
3520,23.15,11.79,16.49,23.28,0.94
3525,23.15,11.79,16.49,23.28,0.94
3530,23.15,11.79,16.49,23.28,0.94
3535,23.15,11.79,16.49,23.28,0.94
3540,23.15,11.79,16.49,23.28,0.94
3545,23.15,11.79,16.49,23.28,0.94
3550,23.15,11.79,16.49,23.28,0.94
3555,23.15,11.79,16.49,23.28,0.94
3560,23.15,11.79,16.49,23.28,0.94
3565,23.15,11.79,16.49,23.28,0.94
3570,23.15,11.79,16.49,23.28,0.94
3575,23.15,11.79,16.49,23.28,0.94
3580,23.15,11.79,16.49,23.28,0.94
3585,23.15,11.79,16.49,23.28,0.94
3590,23.15,11.79,16.49,23.28,0.94
3595,23.15,11.79,16.49,23.28,0.94
3600,24.59,10.42,15.08,24.25,0.83
3605,24.59,10.42,15.08,24.25,0.83
3610,24.59,10.42,15.08,24.25,0.83
3615,24.59,10.42,15.08,24.25,0.83
3620,24.59,10.42,15.08,24.25,0.83
3625,24.59,10.42,15.08,24.25,0.83
3630,24.59,10.42,15.08,24.25,0.83
3635,24.59,10.42,15.08,24.25,0.83
3640,24.59,10.42,15.08,24.25,0.83
3645,24.59,10.42,15.08,24.25,0.83
3650,24.59,10.42,15.08,24.25,0.83
3655,24.59,10.42,15.08,24.25,0.83
3660,24.59,10.42,15.08,24.25,0.83
3665,24.59,10.42,15.08,24.25,0.83
3670,24.59,10.42,15.08,24.25,0.83
3675,24.59,10.42,15.08,24.25,0.83
3680,24.59,10.42,15.08,24.25,0.83
3685,24.59,10.42,15.08,24.25,0.83
3690,24.59,10.42,15.08,24.25,0.83
3695,24.59,10.42,15.08,24.25,0.83
3700,24.59,10.42,15.08,24.25,0.83
3705,24.59,10.42,15.08,24.25,0.83
3710,24.59,10.42,15.08,24.25,0.83
3715,24.59,10.42,15.08,24.25,0.83
3720,24.59,10.42,15.08,24.25,0.83
3725,24.59,10.42,15.08,24.25,0.83
3730,24.59,10.42,15.08,24.25,0.83
3735,24.59,10.42,15.08,24.25,0.83
3740,24.59,10.42,15.08,24.25,0.83
3745,24.59,10.42,15.08,24.25,0.83
3750,24.59,10.42,15.08,24.25,0.83
3755,24.59,10.42,15.08,24.25,0.83
3760,24.59,10.42,15.08,24.25,0.83
3765,24.59,10.42,15.08,24.25,0.83
3770,24.59,10.42,15.08,24.25,0.83
3775,24.59,10.42,15.08,24.25,0.83
3780,24.59,10.42,15.08,24.25,0.83
3785,24.59,10.42,15.08,24.25,0.83
3790,24.59,10.42,15.08,24.25,0.83
3795,24.59,10.42,15.08,24.25,0.83
3800,24.59,10.42,15.08,24.25,0.83
3805,24.59,10.42,15.08,24.25,0.83
3810,24.59,10.42,15.08,24.25,0.83
3815,24.59,10.42,15.08,24.25,0.83
3820,24.59,10.42,15.08,24.25,0.83
3825,24.59,10.42,15.08,24.25,0.83
3830,24.59,10.42,15.08,24.25,0.83
3835,24.59,10.42,15.08,24.25,0.83
3840,24.59,10.42,15.08,24.25,0.83
3845,24.59,10.42,15.08,24.25,0.83
3850,24.59,10.42,15.08,24.25,0.83
3855,24.59,10.42,15.08,24.25,0.83
3860,24.59,10.42,15.08,24.25,0.83
3865,24.59,10.42,15.08,24.25,0.83
3870,24.59,10.42,15.08,24.25,0.83
3875,24.59,10.42,15.08,24.25,0.83
3880,24.59,10.42,15.08,24.25,0.83
3885,24.59,10.42,15.08,24.25,0.83
3890,24.59,10.42,15.08,24.25,0.83
3895,24.59,10.42,15.08,24.25,0.83
3900,24.59,10.42,15.08,24.25,0.83
3905,24.59,10.42,15.08,24.25,0.83
3910,24.59,10.42,15.08,24.25,0.83
3915,24.59,10.42,15.08,24.25,0.83
3920,24.59,10.42,15.08,24.25,0.83
3925,24.59,10.42,15.08,24.25,0.83
3930,24.59,10.42,15.08,24.25,0.83
3935,24.59,10.42,15.08,24.25,0.83
3940,24.59,10.42,15.08,24.25,0.83
3945,24.59,10.42,15.08,24.25,0.83
3950,24.59,10.42,15.08,24.25,0.83
3955,24.59,10.42,15.08,24.25,0.83
3960,24.59,10.42,15.08,24.25,0.83
3965,24.59,10.42,15.08,24.25,0.83
3970,24.59,10.42,15.08,24.25,0.83
3975,24.59,10.42,15.08,24.25,0.83
3980,24.59,10.42,15.08,24.25,0.83
3985,24.59,10.42,15.08,24.25,0.83
3990,24.59,10.42,15.08,24.25,0.83
3995,24.59,10.42,15.08,24.25,0.83
4000,24.59,10.42,15.08,24.25,0.83
4005,24.59,10.42,15.08,24.25,0.83
4010,24.59,10.42,15.08,24.25,0.83
4015,24.59,10.42,15.08,24.25,0.83
4020,24.59,10.42,15.08,24.25,0.83
4025,24.59,10.42,15.08,24.25,0.83
4030,24.59,10.42,15.08,24.25,0.83
4035,24.59,10.42,15.08,24.25,0.83
4040,24.59,10.42,15.08,24.25,0.83
4045,24.59,10.42,15.08,24.25,0.83
4050,24.59,10.42,15.08,24.25,0.83
4055,24.59,10.42,15.08,24.25,0.83
4060,24.59,10.42,15.08,24.25,0.83
4065,24.59,10.42,15.08,24.25,0.83
4070,24.59,10.42,15.08,24.25,0.83
4075,24.59,10.42,15.08,24.25,0.83
4080,24.59,10.42,15.08,24.25,0.83
4085,24.59,10.42,15.08,24.25,0.83
4090,24.59,10.42,15.08,24.25,0.83
4095,24.59,10.42,15.08,24.25,0.83
4100,24.59,10.42,15.08,24.25,0.83
4105,24.59,10.42,15.08,24.25,0.83
4110,24.59,10.42,15.08,24.25,0.83
4115,24.59,10.42,15.08,24.25,0.83
4120,24.59,10.42,15.08,24.25,0.83
4125,24.59,10.42,15.08,24.25,0.83
4130,24.59,10.42,15.08,24.25,0.83
4135,24.59,10.42,15.08,24.25,0.83
4140,24.59,10.42,15.08,24.25,0.83
4145,24.59,10.42,15.08,24.25,0.83
4150,24.59,10.42,15.08,24.25,0.83
4155,24.59,10.42,15.08,24.25,0.83
4160,24.59,10.42,15.08,24.25,0.83
4165,24.59,10.42,15.08,24.25,0.83
4170,24.59,10.42,15.08,24.25,0.83
4175,24.59,10.42,15.08,24.25,0.83
4180,24.59,10.42,15.08,24.25,0.83
4185,24.59,10.42,15.08,24.25,0.83
4190,24.59,10.42,15.08,24.25,0.83
4195,24.59,10.42,15.08,24.25,0.83
4200,23.6,8.95,13.35,25.64,0.72
4205,23.6,8.95,13.35,25.64,0.72
4210,23.6,8.95,13.35,25.64,0.72
4215,23.6,8.95,13.35,25.64,0.72
4220,23.6,8.95,13.35,25.64,0.72
4225,23.6,8.95,13.35,25.64,0.72
4230,23.6,8.95,13.35,25.64,0.72
4235,23.6,8.95,13.35,25.64,0.72
4240,23.6,8.95,13.35,25.64,0.72
4245,23.6,8.95,13.35,25.64,0.72
4250,23.6,8.95,13.35,25.64,0.72
4255,23.6,8.95,13.35,25.64,0.72
4260,23.6,8.95,13.35,25.64,0.72
4265,23.6,8.95,13.35,25.64,0.72
4270,23.6,8.95,13.35,25.64,0.72
4275,23.6,8.95,13.35,25.64,0.72
4280,23.6,8.95,13.35,25.64,0.72
4285,23.6,8.95,13.35,25.64,0.72
4290,23.6,8.95,13.35,25.64,0.72
4295,23.6,8.95,13.35,25.64,0.72
4300,23.6,8.95,13.35,25.64,0.72
4305,23.6,8.95,13.35,25.64,0.72
4310,23.6,8.95,13.35,25.64,0.72
4315,23.6,8.95,13.35,25.64,0.72
4320,23.6,8.95,13.35,25.64,0.72
4325,23.6,8.95,13.35,25.64,0.72
4330,23.6,8.95,13.35,25.64,0.72
4335,23.6,8.95,13.35,25.64,0.72
4340,23.6,8.95,13.35,25.64,0.72
4345,23.6,8.95,13.35,25.64,0.72
4350,23.6,8.95,13.35,25.64,0.72
4355,23.6,8.95,13.35,25.64,0.72
4360,23.6,8.95,13.35,25.64,0.72
4365,23.6,8.95,13.35,25.64,0.72
4370,23.6,8.95,13.35,25.64,0.72
4375,23.6,8.95,13.35,25.64,0.72
4380,23.6,8.95,13.35,25.64,0.72
4385,23.6,8.95,13.35,25.64,0.72
4390,23.6,8.95,13.35,25.64,0.72
4395,23.6,8.95,13.35,25.64,0.72
4400,23.6,8.95,13.35,25.64,0.72
4405,23.6,8.95,13.35,25.64,0.72
4410,23.6,8.95,13.35,25.64,0.72
4415,23.6,8.95,13.35,25.64,0.72
4420,23.6,8.95,13.35,25.64,0.72
4425,23.6,8.95,13.35,25.64,0.72
4430,23.6,8.95,13.35,25.64,0.72
4435,23.6,8.95,13.35,25.64,0.72
4440,23.6,8.95,13.35,25.64,0.72
4445,23.6,8.95,13.35,25.64,0.72
4450,23.6,8.95,13.35,25.64,0.72
4455,23.6,8.95,13.35,25.64,0.72
4460,23.6,8.95,13.35,25.64,0.72
4465,23.6,8.95,13.35,25.64,0.72
4470,23.6,8.95,13.35,25.64,0.72
4475,23.6,8.95,13.35,25.64,0.72
4480,23.6,8.95,13.35,25.64,0.72
4485,23.6,8.95,13.35,25.64,0.72
4490,23.6,8.95,13.35,25.64,0.72
4495,23.6,8.95,13.35,25.64,0.72
4500,23.6,8.95,13.35,25.64,0.72
4505,23.6,8.95,13.35,25.64,0.72
4510,23.6,8.95,13.35,25.64,0.72
4515,23.6,8.95,13.35,25.64,0.72
4520,23.6,8.95,13.35,25.64,0.72
4525,23.6,8.95,13.35,25.64,0.72
4530,23.6,8.95,13.35,25.64,0.72
4535,23.6,8.95,13.35,25.64,0.72
4540,23.6,8.95,13.35,25.64,0.72
4545,23.6,8.95,13.35,25.64,0.72
4550,23.6,8.95,13.35,25.64,0.72
4555,23.6,8.95,13.35,25.64,0.72
4560,23.6,8.95,13.35,25.64,0.72
4565,23.6,8.95,13.35,25.64,0.72
4570,23.6,8.95,13.35,25.64,0.72
4575,23.6,8.95,13.35,25.64,0.72
4580,23.6,8.95,13.35,25.64,0.72
4585,23.6,8.95,13.35,25.64,0.72
4590,23.6,8.95,13.35,25.64,0.72
4595,23.6,8.95,13.35,25.64,0.72
4600,23.6,8.95,13.35,25.64,0.72
4605,23.6,8.95,13.35,25.64,0.72
4610,23.6,8.95,13.35,25.64,0.72
4615,23.6,8.95,13.35,25.64,0.72
4620,23.6,8.95,13.35,25.64,0.72
4625,23.6,8.95,13.35,25.64,0.72
4630,23.6,8.95,13.35,25.64,0.72
4635,23.6,8.95,13.35,25.64,0.72
4640,23.6,8.95,13.35,25.64,0.72
4645,23.6,8.95,13.35,25.64,0.72
4650,23.6,8.95,13.35,25.64,0.72
4655,23.6,8.95,13.35,25.64,0.72
4660,23.6,8.95,13.35,25.64,0.72
4665,23.6,8.95,13.35,25.64,0.72
4670,23.6,8.95,13.35,25.64,0.72
4675,23.6,8.95,13.35,25.64,0.72
4680,23.6,8.95,13.35,25.64,0.72
4685,23.6,8.95,13.35,25.64,0.72
4690,23.6,8.95,13.35,25.64,0.72
4695,23.6,8.95,13.35,25.64,0.72
4700,23.6,8.95,13.35,25.64,0.72
4705,23.6,8.95,13.35,25.64,0.72
4710,23.6,8.95,13.35,25.64,0.72
4715,23.6,8.95,13.35,25.64,0.72
4720,23.6,8.95,13.35,25.64,0.72
4725,23.6,8.95,13.35,25.64,0.72
4730,23.6,8.95,13.35,25.64,0.72
4735,23.6,8.95,13.35,25.64,0.72
4740,23.6,8.95,13.35,25.64,0.72
4745,23.6,8.95,13.35,25.64,0.72
4750,23.6,8.95,13.35,25.64,0.72
4755,23.6,8.95,13.35,25.64,0.72
4760,23.6,8.95,13.35,25.64,0.72
4765,23.6,8.95,13.35,25.64,0.72
4770,23.6,8.95,13.35,25.64,0.72
4775,23.6,8.95,13.35,25.64,0.72
4780,23.6,8.95,13.35,25.64,0.72
4785,23.6,8.95,13.35,25.64,0.72
4790,23.6,8.95,13.35,25.64,0.72
4795,23.6,8.95,13.35,25.64,0.72
4800,23.42,8.59,12.01,25.04,0.61
4805,23.42,8.59,12.01,25.04,0.61
4810,23.42,8.59,12.01,25.04,0.61
4815,23.42,8.59,12.01,25.04,0.61
4820,23.42,8.59,12.01,25.04,0.61
4825,23.42,8.59,12.01,25.04,0.61
4830,23.42,8.59,12.01,25.04,0.61
4835,23.42,8.59,12.01,25.04,0.61
4840,23.42,8.59,12.01,25.04,0.61
4845,23.42,8.59,12.01,25.04,0.61
4850,23.42,8.59,12.01,25.04,0.61
4855,23.42,8.59,12.01,25.04,0.61
4860,23.42,8.59,12.01,25.04,0.61
4865,23.42,8.59,12.01,25.04,0.61
4870,23.42,8.59,12.01,25.04,0.61
4875,23.42,8.59,12.01,25.04,0.61
4880,23.42,8.59,12.01,25.04,0.61
4885,23.42,8.59,12.01,25.04,0.61
4890,23.42,8.59,12.01,25.04,0.61
4895,23.42,8.59,12.01,25.04,0.61
4900,23.42,8.59,12.01,25.04,0.61
4905,23.42,8.59,12.01,25.04,0.61
4910,23.42,8.59,12.01,25.04,0.61
4915,23.42,8.59,12.01,25.04,0.61
4920,23.42,8.59,12.01,25.04,0.61
4925,23.42,8.59,12.01,25.04,0.61
4930,23.42,8.59,12.01,25.04,0.61
4935,23.42,8.59,12.01,25.04,0.61
4940,23.42,8.59,12.01,25.04,0.61
4945,23.42,8.59,12.01,25.04,0.61
4950,23.42,8.59,12.01,25.04,0.61
4955,23.42,8.59,12.01,25.04,0.61
4960,23.42,8.59,12.01,25.04,0.61
4965,23.42,8.59,12.01,25.04,0.61
4970,23.42,8.59,12.01,25.04,0.61
4975,23.42,8.59,12.01,25.04,0.61
4980,23.42,8.59,12.01,25.04,0.61
4985,23.42,8.59,12.01,25.04,0.61
4990,23.42,8.59,12.01,25.04,0.61
4995,23.42,8.59,12.01,25.04,0.61
5000,23.42,8.59,12.01,25.04,0.61
5005,23.42,8.59,12.01,25.04,0.61
5010,23.42,8.59,12.01,25.04,0.61
5015,23.42,8.59,12.01,25.04,0.61
5020,23.42,8.59,12.01,25.04,0.61
5025,23.42,8.59,12.01,25.04,0.61
5030,23.42,8.59,12.01,25.04,0.61
5035,23.42,8.59,12.01,25.04,0.61
5040,23.42,8.59,12.01,25.04,0.61
5045,23.42,8.59,12.01,25.04,0.61
5050,23.42,8.59,12.01,25.04,0.61
5055,23.42,8.59,12.01,25.04,0.61
5060,23.42,8.59,12.01,25.04,0.61
5065,23.42,8.59,12.01,25.04,0.61
5070,23.42,8.59,12.01,25.04,0.61
5075,23.42,8.59,12.01,25.04,0.61
5080,23.42,8.59,12.01,25.04,0.61
5085,23.42,8.59,12.01,25.04,0.61
5090,23.42,8.59,12.01,25.04,0.61
5095,23.42,8.59,12.01,25.04,0.61
5100,23.42,8.59,12.01,25.04,0.61
5105,23.42,8.59,12.01,25.04,0.61
5110,23.42,8.59,12.01,25.04,0.61
5115,23.42,8.59,12.01,25.04,0.61
5120,23.42,8.59,12.01,25.04,0.61
5125,23.42,8.59,12.01,25.04,0.61
5130,23.42,8.59,12.01,25.04,0.61
5135,23.42,8.59,12.01,25.04,0.61
5140,23.42,8.59,12.01,25.04,0.61
5145,23.42,8.59,12.01,25.04,0.61
5150,23.42,8.59,12.01,25.04,0.61
5155,23.42,8.59,12.01,25.04,0.61
5160,23.42,8.59,12.01,25.04,0.61
5165,23.42,8.59,12.01,25.04,0.61
5170,23.42,8.59,12.01,25.04,0.61
5175,23.42,8.59,12.01,25.04,0.61
5180,23.42,8.59,12.01,25.04,0.61
5185,23.42,8.59,12.01,25.04,0.61
5190,23.42,8.59,12.01,25.04,0.61
5195,23.42,8.59,12.01,25.04,0.61
5200,23.42,8.59,12.01,25.04,0.61
5205,23.42,8.59,12.01,25.04,0.61
5210,23.42,8.59,12.01,25.04,0.61
5215,23.42,8.59,12.01,25.04,0.61
5220,23.42,8.59,12.01,25.04,0.61
5225,23.42,8.59,12.01,25.04,0.61
5230,23.42,8.59,12.01,25.04,0.61
5235,23.42,8.59,12.01,25.04,0.61
5240,23.42,8.59,12.01,25.04,0.61
5245,23.42,8.59,12.01,25.04,0.61
5250,23.42,8.59,12.01,25.04,0.61
5255,23.42,8.59,12.01,25.04,0.61
5260,23.42,8.59,12.01,25.04,0.61
5265,23.42,8.59,12.01,25.04,0.61
5270,23.42,8.59,12.01,25.04,0.61
5275,23.42,8.59,12.01,25.04,0.61
5280,23.42,8.59,12.01,25.04,0.61
5285,23.42,8.59,12.01,25.04,0.61
5290,23.42,8.59,12.01,25.04,0.61
5295,23.42,8.59,12.01,25.04,0.61
5300,23.42,8.59,12.01,25.04,0.61
5305,23.42,8.59,12.01,25.04,0.61
5310,23.42,8.59,12.01,25.04,0.61
5315,23.42,8.59,12.01,25.04,0.61
5320,23.42,8.59,12.01,25.04,0.61
5325,23.42,8.59,12.01,25.04,0.61
5330,23.42,8.59,12.01,25.04,0.61
5335,23.42,8.59,12.01,25.04,0.61
5340,23.42,8.59,12.01,25.04,0.61
5345,23.42,8.59,12.01,25.04,0.61
5350,23.42,8.59,12.01,25.04,0.61
5355,23.42,8.59,12.01,25.04,0.61
5360,23.42,8.59,12.01,25.04,0.61
5365,23.42,8.59,12.01,25.04,0.61
5370,23.42,8.59,12.01,25.04,0.61
5375,23.42,8.59,12.01,25.04,0.61
5380,23.42,8.59,12.01,25.04,0.61
5385,23.42,8.59,12.01,25.04,0.61
5390,23.42,8.59,12.01,25.04,0.61
5395,23.42,8.59,12.01,25.04,0.61
5400,25.41,7.41,11.45,24.52,0.5
5405,25.41,7.41,11.45,24.52,0.5
5410,25.41,7.41,11.45,24.52,0.5
5415,25.41,7.41,11.45,24.52,0.5
5420,25.41,7.41,11.45,24.52,0.5
5425,25.41,7.41,11.45,24.52,0.5
5430,25.41,7.41,11.45,24.52,0.5
5435,25.41,7.41,11.45,24.52,0.5
5440,25.41,7.41,11.45,24.52,0.5
5445,25.41,7.41,11.45,24.52,0.5
5450,25.41,7.41,11.45,24.52,0.5
5455,25.41,7.41,11.45,24.52,0.5
5460,25.41,7.41,11.45,24.52,0.5
5465,25.41,7.41,11.45,24.52,0.5
5470,25.41,7.41,11.45,24.52,0.5
5475,25.41,7.41,11.45,24.52,0.5
5480,25.41,7.41,11.45,24.52,0.5
5485,25.41,7.41,11.45,24.52,0.5
5490,25.41,7.41,11.45,24.52,0.5
5495,25.41,7.41,11.45,24.52,0.5
5500,25.41,7.41,11.45,24.52,0.5
5505,25.41,7.41,11.45,24.52,0.5
5510,25.41,7.41,11.45,24.52,0.5
5515,25.41,7.41,11.45,24.52,0.5
5520,25.41,7.41,11.45,24.52,0.5
5525,25.41,7.41,11.45,24.52,0.5
5530,25.41,7.41,11.45,24.52,0.5
5535,25.41,7.41,11.45,24.52,0.5
5540,25.41,7.41,11.45,24.52,0.5
5545,25.41,7.41,11.45,24.52,0.5
5550,25.41,7.41,11.45,24.52,0.5
5555,25.41,7.41,11.45,24.52,0.5
5560,25.41,7.41,11.45,24.52,0.5
5565,25.41,7.41,11.45,24.52,0.5
5570,25.41,7.41,11.45,24.52,0.5
5575,25.41,7.41,11.45,24.52,0.5
5580,25.41,7.41,11.45,24.52,0.5
5585,25.41,7.41,11.45,24.52,0.5
5590,25.41,7.41,11.45,24.52,0.5
5595,25.41,7.41,11.45,24.52,0.5
5600,25.41,7.41,11.45,24.52,0.5
5605,25.41,7.41,11.45,24.52,0.5
5610,25.41,7.41,11.45,24.52,0.5
5615,25.41,7.41,11.45,24.52,0.5
5620,25.41,7.41,11.45,24.52,0.5
5625,25.41,7.41,11.45,24.52,0.5
5630,25.41,7.41,11.45,24.52,0.5
5635,25.41,7.41,11.45,24.52,0.5
5640,25.41,7.41,11.45,24.52,0.5
5645,25.41,7.41,11.45,24.52,0.5
5650,25.41,7.41,11.45,24.52,0.5
5655,25.41,7.41,11.45,24.52,0.5
5660,25.41,7.41,11.45,24.52,0.5
5665,25.41,7.41,11.45,24.52,0.5
5670,25.41,7.41,11.45,24.52,0.5
5675,25.41,7.41,11.45,24.52,0.5
5680,25.41,7.41,11.45,24.52,0.5
5685,25.41,7.41,11.45,24.52,0.5
5690,25.41,7.41,11.45,24.52,0.5
5695,25.41,7.41,11.45,24.52,0.5
5700,25.41,7.41,11.45,24.52,0.5
5705,25.41,7.41,11.45,24.52,0.5
5710,25.41,7.41,11.45,24.52,0.5
5715,25.41,7.41,11.45,24.52,0.5
5720,25.41,7.41,11.45,24.52,0.5
5725,25.41,7.41,11.45,24.52,0.5
5730,25.41,7.41,11.45,24.52,0.5
5735,25.41,7.41,11.45,24.52,0.5
5740,25.41,7.41,11.45,24.52,0.5
5745,25.41,7.41,11.45,24.52,0.5
5750,25.41,7.41,11.45,24.52,0.5
5755,25.41,7.41,11.45,24.52,0.5
5760,25.41,7.41,11.45,24.52,0.5
5765,25.41,7.41,11.45,24.52,0.5
5770,25.41,7.41,11.45,24.52,0.5
5775,25.41,7.41,11.45,24.52,0.5
5780,25.41,7.41,11.45,24.52,0.5
5785,25.41,7.41,11.45,24.52,0.5
5790,25.41,7.41,11.45,24.52,0.5
5795,25.41,7.41,11.45,24.52,0.5
5800,25.41,7.41,11.45,24.52,0.5
5805,25.41,7.41,11.45,24.52,0.5
5810,25.41,7.41,11.45,24.52,0.5
5815,25.41,7.41,11.45,24.52,0.5
5820,25.41,7.41,11.45,24.52,0.5
5825,25.41,7.41,11.45,24.52,0.5
5830,25.41,7.41,11.45,24.52,0.5
5835,25.41,7.41,11.45,24.52,0.5
5840,25.41,7.41,11.45,24.52,0.5
5845,25.41,7.41,11.45,24.52,0.5
5850,25.41,7.41,11.45,24.52,0.5
5855,25.41,7.41,11.45,24.52,0.5
5860,25.41,7.41,11.45,24.52,0.5
5865,25.41,7.41,11.45,24.52,0.5
5870,25.41,7.41,11.45,24.52,0.5
5875,25.41,7.41,11.45,24.52,0.5
5880,25.41,7.41,11.45,24.52,0.5
5885,25.41,7.41,11.45,24.52,0.5
5890,25.41,7.41,11.45,24.52,0.5
5895,25.41,7.41,11.45,24.52,0.5
5900,25.41,7.41,11.45,24.52,0.5
5905,25.41,7.41,11.45,24.52,0.5
5910,25.41,7.41,11.45,24.52,0.5
5915,25.41,7.41,11.45,24.52,0.5
5920,25.41,7.41,11.45,24.52,0.5
5925,25.41,7.41,11.45,24.52,0.5
5930,25.41,7.41,11.45,24.52,0.5
5935,25.41,7.41,11.45,24.52,0.5
5940,25.41,7.41,11.45,24.52,0.5
5945,25.41,7.41,11.45,24.52,0.5
5950,25.41,7.41,11.45,24.52,0.5
5955,25.41,7.41,11.45,24.52,0.5
5960,25.41,7.41,11.45,24.52,0.5
5965,25.41,7.41,11.45,24.52,0.5
5970,25.41,7.41,11.45,24.52,0.5
5975,25.41,7.41,11.45,24.52,0.5
5980,25.41,7.41,11.45,24.52,0.5
5985,25.41,7.41,11.45,24.52,0.5
5990,25.41,7.41,11.45,24.52,0.5
5995,25.41,7.41,11.45,24.52,0.5
6000,24.64,17.16,11.52,24.76,0.5
