ts,haerbin,jinan,shenyang,shijiazhuang,taiyuan,tianjin,wulanchabu
2320,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2325,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2330,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2335,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2340,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2345,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2350,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2355,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2360,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2365,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2370,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2375,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2380,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2385,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2390,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2395,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2400,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2405,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2410,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2415,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2420,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2425,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2430,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2435,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2440,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2445,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2450,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2455,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2460,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2465,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2470,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2475,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2480,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2485,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2490,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2495,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2500,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2505,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2510,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2515,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2520,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2525,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2530,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2535,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2540,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2545,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2550,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2555,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2560,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2565,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2570,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2575,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2580,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2585,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2590,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2595,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2600,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2605,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2610,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2615,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2620,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2625,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2630,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2635,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2640,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2645,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2650,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2655,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2660,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2665,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2670,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2675,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2680,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2685,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2690,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2695,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2700,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2705,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2710,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2715,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2720,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2725,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2730,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2735,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2740,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2745,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2750,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2755,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2760,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2765,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2770,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2775,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2780,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2785,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2790,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2795,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2800,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2805,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2810,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2815,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2820,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2825,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2830,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2835,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2840,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2845,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2850,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2855,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2860,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2865,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2870,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2875,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2880,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2885,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2890,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2895,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2900,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2905,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2910,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2915,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2920,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2925,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2930,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2935,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2940,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2945,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2950,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2955,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2960,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2965,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2970,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2975,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2980,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2985,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2990,10.77,7.36,13.02,42.23,14.77,6.2,0.95
2995,10.77,7.36,13.02,42.23,14.77,6.2,0.95
3000,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3005,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3010,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3015,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3020,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3025,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3030,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3035,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3040,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3045,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3050,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3055,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3060,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3065,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3070,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3075,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3080,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3085,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3090,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3095,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3100,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3105,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3110,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3115,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3120,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3125,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3130,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3135,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3140,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3145,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3150,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3155,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3160,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3165,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3170,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3175,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3180,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3185,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3190,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3195,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3200,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3205,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3210,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3215,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3220,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3225,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3230,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3235,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3240,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3245,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3250,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3255,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3260,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3265,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3270,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3275,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3280,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3285,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3290,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3295,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3300,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3305,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3310,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3315,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3320,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3325,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3330,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3335,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3340,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3345,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3350,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3355,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3360,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3365,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3370,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3375,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3380,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3385,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3390,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3395,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3400,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3405,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3410,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3415,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3420,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3425,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3430,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3435,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3440,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3445,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3450,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3455,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3460,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3465,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3470,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3475,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3480,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3485,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3490,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3495,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3500,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3505,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3510,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3515,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3520,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3525,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3530,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3535,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3540,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3545,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3550,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3555,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3560,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3565,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3570,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3575,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3580,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3585,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3590,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3595,11.5,7.18,11.93,39.09,12.67,5.34,0.86
3600,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3605,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3610,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3615,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3620,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3625,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3630,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3635,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3640,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3645,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3650,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3655,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3660,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3665,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3670,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3675,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3680,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3685,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3690,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3695,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3700,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3705,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3710,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3715,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3720,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3725,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3730,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3735,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3740,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3745,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3750,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3755,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3760,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3765,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3770,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3775,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3780,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3785,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3790,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3795,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3800,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3805,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3810,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3815,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3820,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3825,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3830,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3835,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3840,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3845,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3850,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3855,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3860,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3865,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3870,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3875,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3880,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3885,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3890,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3895,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3900,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3905,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3910,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3915,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3920,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3925,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3930,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3935,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3940,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3945,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3950,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3955,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3960,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3965,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3970,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3975,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3980,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3985,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3990,11.19,7.06,10.79,34.61,10.91,4.58,0.78
3995,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4000,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4005,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4010,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4015,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4020,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4025,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4030,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4035,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4040,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4045,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4050,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4055,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4060,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4065,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4070,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4075,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4080,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4085,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4090,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4095,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4100,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4105,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4110,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4115,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4120,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4125,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4130,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4135,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4140,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4145,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4150,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4155,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4160,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4165,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4170,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4175,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4180,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4185,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4190,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4195,11.19,7.06,10.79,34.61,10.91,4.58,0.78
4200,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4205,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4210,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4215,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4220,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4225,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4230,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4235,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4240,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4245,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4250,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4255,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4260,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4265,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4270,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4275,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4280,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4285,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4290,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4295,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4300,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4305,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4310,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4315,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4320,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4325,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4330,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4335,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4340,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4345,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4350,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4355,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4360,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4365,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4370,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4375,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4380,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4385,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4390,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4395,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4400,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4405,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4410,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4415,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4420,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4425,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4430,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4435,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4440,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4445,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4450,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4455,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4460,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4465,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4470,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4475,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4480,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4485,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4490,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4495,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4500,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4505,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4510,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4515,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4520,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4525,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4530,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4535,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4540,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4545,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4550,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4555,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4560,11.47,6.89,9.57,30.55,8.89,4.02,0.7
4565,11.47,6.89,9.57,30.55,8.89,4.02,0.7
